team1_points,team2_points,period,clock_minutes,clock_seconds,action_team,action_player_number,action_player_name,action_description,assist_player,shot_value,shot_outcome,seconds_remaining_period,seconds_remaining_game,pbp-team1_1,pbp-team1_2,pbp-team1_3,pbp-team1_4,pbp-team1_5,pbp-team2_1,pbp-team2_2,pbp-team2_3,pbp-team2_4,pbp-team2_5,game_id
26,16,2,7,25,pbp-team2,13,Dovydas Butka,Turnover - ball handling,NA,NA,NA,445,1645,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dovydas Butka,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
26,16,2,7,25,pbp-team1,10,Keshon Gilbert,Steal,NA,NA,NA,445,1645,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dovydas Butka,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
28,16,2,7,17,pbp-team1,10,Keshon Gilbert,2pt jump shot made IOWA STATE UNIVERSITY - lead by 12,Jackson Paveletzke,2,1,437,1637,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dovydas Butka,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
28,16,2,7,8,pbp-team2,25,Mantas Laurencikas,Personal foul,NA,NA,NA,428,1628,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dovydas Butka,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
28,16,2,7,8,pbp-team1,10,Keshon Gilbert,Foul drawn,NA,NA,NA,428,1628,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dovydas Butka,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,7,8,pbp-team1,10,Keshon Gilbert,Free throw 1 of 1 made IOWA STATE UNIVERSITY - lead by 13,NA,NA,1,428,1628,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dovydas Butka,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,53,pbp-team2,6,Matas Vokietaitis,Offensive foul,NA,NA,NA,413,1613,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,53,pbp-team2,6,Matas Vokietaitis,Turnover - offensive,NA,NA,NA,413,1613,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,53,pbp-team1,10,Keshon Gilbert,Foul drawn,NA,NA,NA,413,1613,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,34,pbp-team1,1,Jackson Paveletzke,3pt jump shot missed,NA,3,1,394,1594,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,28,pbp-team2,13,Dovydas Butka,Defensive rebound,NA,NA,NA,388,1588,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,27,pbp-team2,13,Dovydas Butka,2pt jump shot missed,NA,2,1,387,1587,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,21,pbp-team2,12,Nedas Montvila,Offensive rebound,NA,NA,NA,381,1581,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,21,pbp-team1,33,Omaha Biliew,Personal foul,NA,NA,NA,381,1581,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,21,pbp-team2,13,Dovydas Butka,Foul drawn,NA,NA,NA,381,1581,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Omaha Biliew,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,18,pbp-team2,12,Nedas Montvila,2pt jump shot missed,NA,2,1,378,1578,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,18,pbp-team1,24,Hason Ward,Block,NA,NA,NA,378,1578,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,10,pbp-team1,22,Milan Momcilovic,Defensive rebound,NA,NA,NA,370,1570,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,8,pbp-team1,10,Keshon Gilbert,2pt jump shot missed,NA,2,1,368,1568,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,16,2,6,3,pbp-team2,13,Dovydas Butka,Defensive rebound,NA,NA,NA,363,1563,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,49,pbp-team2,6,Matas Vokietaitis,2pt lay up made BC ZALGIRIS KAUNAS - trail by 11,Dominykas Butka,2,1,349,1549,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,47,pbp-team1,24,Hason Ward,Personal foul,NA,NA,NA,347,1547,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,47,pbp-team2,6,Matas Vokietaitis,Foul drawn,NA,NA,NA,347,1547,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,47,pbp-team2,6,Matas Vokietaitis,Free throw 1 of 1 missed,NA,NA,1,347,1547,Curtis Jones,Hason Ward,Jackson Paveletzke,Keshon Gilbert,Milan Momcilovic,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,46,pbp-team1,NA,NA,Defensive rebound,NA,NA,NA,346,1546,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,45,pbp-team2,13,Dovydas Butka,Personal foul,NA,NA,NA,345,1545,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,45,pbp-team1,22,Milan Momcilovic,Foul drawn,NA,NA,NA,345,1545,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,37,pbp-team1,5,Curtis Jones,3pt jump shot missed,NA,3,1,337,1537,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,30,pbp-team1,12,Robert Jones,Offensive rebound,NA,NA,NA,330,1530,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,30,pbp-team1,12,Robert Jones,2pt lay up missed,NA,2,1,330,1530,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,28,pbp-team2,6,Matas Vokietaitis,Defensive rebound,NA,NA,NA,328,1528,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,17,pbp-team1,22,Milan Momcilovic,Personal foul,NA,NA,NA,317,1517,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,17,pbp-team2,13,Dovydas Butka,Foul drawn,NA,NA,NA,317,1517,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,17,pbp-team2,13,Dovydas Butka,Free throw 1 of 2 missed,NA,NA,1,317,1517,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,18,2,5,17,pbp-team2,NA,NA,Offensive Dead Ball Rebound,NA,NA,NA,317,1517,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,5,17,pbp-team2,13,Dovydas Butka,Free throw 2 of 2 made BC ZALGIRIS KAUNAS - trail by 10,NA,NA,1,317,1517,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Dovydas Butka,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,5,1,pbp-team1,3,Tamin Lipsey,2pt jump shot missed,NA,2,1,301,1501,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,4,57,pbp-team1,22,Milan Momcilovic,Offensive rebound,NA,NA,NA,297,1497,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,4,56,pbp-team1,22,Milan Momcilovic,Turnover - travel,NA,NA,NA,296,1496,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,4,52,pbp-team1,1,Jackson Paveletzke,Personal foul,NA,NA,NA,292,1492,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,4,52,pbp-team2,24,Dominykas Butka,Foul drawn,NA,NA,NA,292,1492,Curtis Jones,Jackson Paveletzke,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,4,34,pbp-team2,24,Dominykas Butka,Turnover - ball handling,NA,NA,NA,274,1474,Curtis Jones,Keshon Gilbert,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
29,19,2,4,34,pbp-team1,12,Robert Jones,Steal,NA,NA,NA,274,1474,Curtis Jones,Keshon Gilbert,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
31,19,2,4,26,pbp-team1,5,Curtis Jones,2pt jump shot made IOWA STATE UNIVERSITY - lead by 12,NA,2,1,266,1466,Curtis Jones,Keshon Gilbert,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
31,19,2,4,13,pbp-team1,5,Curtis Jones,Personal foul,NA,NA,NA,253,1453,Curtis Jones,Keshon Gilbert,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
31,19,2,4,13,pbp-team2,0,Mantas Juzenas,Foul drawn,NA,NA,NA,253,1453,Curtis Jones,Keshon Gilbert,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
31,20,2,4,13,pbp-team2,0,Mantas Juzenas,Free throw 1 of 2 made BC ZALGIRIS KAUNAS - trail by 11,NA,NA,1,253,1453,Curtis Jones,Keshon Gilbert,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
31,21,2,4,13,pbp-team2,0,Mantas Juzenas,Free throw 2 of 2 made BC ZALGIRIS KAUNAS - trail by 10,NA,NA,1,253,1453,Curtis Jones,Keshon Gilbert,Milan Momcilovic,Robert Jones,Tamin Lipsey,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
34,21,2,3,56,pbp-team1,22,Milan Momcilovic,3pt jump shot made IOWA STATE UNIVERSITY - lead by 13,Keshon Gilbert,3,1,236,1436,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
34,21,2,3,37,pbp-team2,NA,NA,Jump ball - held ball,NA,NA,NA,217,1417,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
34,21,2,3,37,pbp-team2,6,Matas Vokietaitis,2pt jump shot missed,NA,2,1,217,1417,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
34,21,2,3,37,pbp-team1,10,Keshon Gilbert,Defensive rebound,NA,NA,NA,217,1417,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
34,21,2,3,32,pbp-team1,3,Tamin Lipsey,3pt jump shot missed,NA,3,1,212,1412,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
34,21,2,3,25,pbp-team1,4,Demarion Watson,Offensive rebound,NA,NA,NA,205,1405,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
37,21,2,3,23,pbp-team1,22,Milan Momcilovic,3pt jump shot made IOWA STATE UNIVERSITY - lead by 16,Tamin Lipsey,3,1,203,1403,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
37,21,2,3,7,pbp-team2,12,Nedas Montvila,Turnover - ball handling,NA,NA,NA,187,1387,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
37,21,2,3,7,pbp-team1,10,Keshon Gilbert,Steal,NA,NA,NA,187,1387,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
39,21,2,3,2,pbp-team1,3,Tamin Lipsey,2pt jump shot made IOWA STATE UNIVERSITY - lead by 18,NA,2,1,182,1382,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
39,21,2,3,2,pbp-team2,24,Dominykas Butka,Personal foul,NA,NA,NA,182,1382,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
39,21,2,3,2,pbp-team1,3,Tamin Lipsey,Foul drawn,NA,NA,NA,182,1382,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,3,2,pbp-team1,3,Tamin Lipsey,Free throw 1 of 1 made IOWA STATE UNIVERSITY - lead by 19,NA,NA,1,182,1382,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Dominykas Butka,Mantas Juzenas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team1,4,Demarion Watson,Personal foul,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team2,6,Matas Vokietaitis,Foul drawn,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team2,6,Matas Vokietaitis,Personal foul,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team1,4,Demarion Watson,Foul drawn,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team2,6,Matas Vokietaitis,Personal foul,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team1,4,Demarion Watson,Foul drawn,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team1,4,Demarion Watson,Personal foul,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,48,pbp-team2,6,Matas Vokietaitis,Foul drawn,NA,NA,NA,168,1368,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Matas Vokietaitis,Nedas Montvila,game_2
40,21,2,2,40,pbp-team2,25,Mantas Laurencikas,2pt jump shot missed,NA,2,1,160,1360,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
40,21,2,2,34,pbp-team1,10,Keshon Gilbert,Defensive rebound,NA,NA,NA,154,1354,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
42,21,2,2,31,pbp-team1,4,Demarion Watson,2pt jump shot made IOWA STATE UNIVERSITY - lead by 21,NA,2,1,151,1351,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
42,21,2,2,14,pbp-team2,12,Nedas Montvila,3pt jump shot missed,NA,3,1,134,1334,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
42,21,2,2,10,pbp-team2,0,Mantas Juzenas,Offensive rebound,NA,NA,NA,130,1330,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
42,23,2,2,10,pbp-team2,0,Mantas Juzenas,2pt lay up made BC ZALGIRIS KAUNAS - trail by 19,NA,2,1,130,1330,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,23,2,2,5,pbp-team1,0,Tre King,2pt jump shot made IOWA STATE UNIVERSITY - lead by 21,NA,2,1,125,1325,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,23,2,2,4,pbp-team2,NA,NA,Timeout - full,NA,NA,NA,124,1324,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,23,2,2,4,pbp-team1,NA,NA,Timeout - full,NA,NA,NA,124,1324,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,23,2,2,4,pbp-team2,NA,NA,Timeout - full,NA,NA,NA,124,1324,Demarion Watson,Keshon Gilbert,Milan Momcilovic,Tamin Lipsey,Tre King,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,25,2,1,50,pbp-team2,23,Aleksas Bieliauskas,2pt jump shot made BC ZALGIRIS KAUNAS - trail by 19,Mantas Laurencikas,2,1,110,1310,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,25,2,1,50,pbp-team1,5,Curtis Jones,Personal foul,NA,NA,NA,110,1310,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,25,2,1,50,pbp-team2,23,Aleksas Bieliauskas,Foul drawn,Mantas Laurencikas,NA,NA,110,1310,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,25,2,1,50,pbp-team2,23,Aleksas Bieliauskas,Free throw 1 of 1 missed,Mantas Laurencikas,NA,1,110,1310,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,25,2,1,49,pbp-team2,25,Mantas Laurencikas,Offensive rebound,NA,NA,NA,109,1309,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,25,2,1,49,pbp-team2,25,Mantas Laurencikas,2pt lay up missed,NA,2,1,109,1309,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,25,2,1,49,pbp-team2,23,Aleksas Bieliauskas,Offensive rebound,NA,NA,NA,109,1309,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,28,2,1,48,pbp-team2,0,Mantas Juzenas,3pt jump shot made BC ZALGIRIS KAUNAS - trail by 16,NA,3,1,108,1308,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,28,2,1,42,pbp-team1,33,Omaha Biliew,Personal foul,NA,NA,NA,102,1302,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
44,28,2,1,42,pbp-team2,0,Mantas Juzenas,Foul drawn,NA,NA,NA,102,1302,Curtis Jones,Demarion Watson,Milan Momcilovic,Omaha Biliew,Tamin Lipsey,Aleksas Bieliauskas,Domantas Sarauskas,Mantas Juzenas,Mantas Laurencikas,Nedas Montvila,game_2
